Edrude_ind 		 Edrude_dhf
     -0.00000191       0.00000003
     -0.00000450      -0.00000001
     -0.00000965      -0.00000061
     -0.00000725       0.00000061
     -0.00007292       0.00000312
     -0.00002874      -0.00000334
     -0.00000927      -0.00000085
     -0.00003111       0.00000230
     -0.00000125       0.00000007
     -0.00005467      -0.00000382
     -0.00000364       0.00000010
     -0.00004266      -0.00000217
     -0.00001033      -0.00000020
     -0.00000184       0.00000000
     -0.00000320      -0.00000008
     -0.00000219       0.00000007
     -0.00003387      -0.00000562
     -0.00000128       0.00000008
     -0.00000521       0.00000020
     -0.00000652      -0.00000048
     -0.00000145      -0.00000003
     -0.00000408      -0.00000014
     -0.00000633       0.00000034
     -0.00000462      -0.00000033
     -0.00000670       0.00000015
     -0.00000969       0.00000097
     -0.00000549       0.00000024
     -0.00000825       0.00000060
     -0.00000938       0.00000028
     -0.00000162      -0.00000005
     -0.00000220      -0.00000011
     -0.00000582       0.00000040
     -0.00001708       0.00000154
     -0.00000758      -0.00000044
     -0.00000260      -0.00000010
     -0.00001862      -0.00000059
     -0.00000463      -0.00000043
     -0.00000534      -0.00000014
     -0.00005090       0.00000033
     -0.00000399       0.00000010
     -0.00000275       0.00000005
     -0.00000770      -0.00000048
     -0.00000232      -0.00000012
     -0.00000330      -0.00000011
     -0.00001350       0.00000028
     -0.00003406      -0.00000248
     -0.00003632      -0.00000286
     -0.00001432      -0.00000142
     -0.00000142      -0.00000000
     -0.00000087      -0.00000002
     -0.00000192       0.00000002
     -0.00000137      -0.00000007
     -0.00000977      -0.00000001
     -0.00005684       0.00000078
     -0.00000392       0.00000013
     -0.00000888      -0.00000092
     -0.00001131      -0.00000113
     -0.00001150       0.00000024
     -0.00006810       0.00000283
     -0.00000280      -0.00000022
     -0.00000258      -0.00000009
     -0.00005688      -0.00000188
     -0.00000387      -0.00000006
     -0.00000968      -0.00000070
     -0.00000518       0.00000000
     -0.00000615       0.00000062
     -0.00000403      -0.00000003
     -0.00000118       0.00000000
     -0.00000133       0.00000003
     -0.00000804      -0.00000031
     -0.00002074      -0.00000179
     -0.00000230       0.00000008
     -0.00000257       0.00000013
     -0.00005857      -0.00000396
     -0.00000455      -0.00000019
     -0.00000709      -0.00000055
     -0.00001094       0.00000016
     -0.00000111       0.00000003
     -0.00002073       0.00000049
     -0.00000112      -0.00000002
     -0.00000591      -0.00000048
     -0.00000087       0.00000002
     -0.00000526      -0.00000036
     -0.00001051      -0.00000042
     -0.00000357       0.00000017
     -0.00002272       0.00000100
     -0.00002129      -0.00000024
     -0.00000443       0.00000019
     -0.00000082       0.00000002
     -0.00000109      -0.00000004
     -0.00000770      -0.00000077
     -0.00000198       0.00000012
     -0.00000798      -0.00000055
     -0.00004080      -0.00000259
     -0.00001467       0.00000019
     -0.00000282       0.00000017
     -0.00000096      -0.00000003
     -0.00000127       0.00000006
     -0.00004361       0.00000123
     -0.00000729      -0.00000057
     -0.00000080       0.00000003
     -0.00005699       0.00000135
     -0.00002075       0.00000099
     -0.00001099       0.00000036
     -0.00000083       0.00000000
     -0.00000203      -0.00000002
     -0.00000076       0.00000003
     -0.00000435      -0.00000034
     -0.00000129      -0.00000003
     -0.00000719      -0.00000051
     -0.00000273       0.00000006
     -0.00001312      -0.00000005
     -0.00000686       0.00000065
     -0.00000120       0.00000004
     -0.00000318       0.00000016
     -0.00000388      -0.00000007
     -0.00000317      -0.00000006
     -0.00000100       0.00000003
     -0.00000176       0.00000003
     -0.00000153      -0.00000005
     -0.00000115       0.00000004
     -0.00000060       0.00000000
     -0.00000325       0.00000010
     -0.00001019      -0.00000061
     -0.00001299      -0.00000019
     -0.00000506      -0.00000040
     -0.00001048      -0.00000110
     -0.00001575       0.00000118
     -0.00003257       0.00000446
     -0.00000182       0.00000012
     -0.00000335       0.00000009
     -0.00003207      -0.00000139
     -0.00000447      -0.00000039
     -0.00000179       0.00000001
     -0.00000205       0.00000003
     -0.00001158       0.00000001
     -0.00000101       0.00000001
     -0.00000343      -0.00000010
     -0.00000515      -0.00000029
     -0.00000566      -0.00000024
     -0.00000256       0.00000010
     -0.00000150      -0.00000004
     -0.00000663      -0.00000015
     -0.00000564      -0.00000041
     -0.00001645       0.00000149
     -0.00000252       0.00000009
     -0.00000146      -0.00000001
     -0.00000988      -0.00000039
     -0.00000079      -0.00000000
     -0.00000787      -0.00000041
     -0.00003523      -0.00000492
     -0.00000145       0.00000004
     -0.00000506      -0.00000008
     -0.00001056      -0.00000095
     -0.00001065      -0.00000039
     -0.00003246       0.00000023
     -0.00000349      -0.00000008
     -0.00001815      -0.00000020
     -0.00000117      -0.00000006
     -0.00005598      -0.00000181
     -0.00000901      -0.00000059
     -0.00000073      -0.00000000
     -0.00001432       0.00000074
     -0.00000323       0.00000024
     -0.00000254      -0.00000012
     -0.00000136       0.00000009
     -0.00000307      -0.00000002
     -0.00000397      -0.00000006
     -0.00000086      -0.00000000
     -0.00001222      -0.00000036
     -0.00000146       0.00000003
     -0.00000272       0.00000010
     -0.00002157      -0.00000032
     -0.00000188      -0.00000014
     -0.00000077       0.00000017
     -0.00000184      -0.00000003
     -0.00000125      -0.00000001
     -0.00000513      -0.00000042
     -0.00002871      -0.00000071
     -0.00001122      -0.00000157
     -0.00000177      -0.00000001
     -0.00000151       0.00000008
     -0.00002292       0.00000003
     -0.00000116      -0.00000003
     -0.00002282      -0.00000143
     -0.00001043       0.00000049
     -0.00000065       0.00000002
     -0.00002922      -0.00000030
     -0.00000607      -0.00000025
     -0.00000867      -0.00000063
     -0.00000158      -0.00000011
     -0.00000764       0.00000025
     -0.00000333       0.00000010
     -0.00000166      -0.00000005
     -0.00000530      -0.00000017
     -0.00001513      -0.00000196
     -0.00000718       0.00000001
     -0.00000155       0.00000007
     -0.00002230      -0.00000001
     -0.00000695       0.00000005
     -0.00002069      -0.00000372
     -0.00000264       0.00000007
     -0.00003482      -0.00000269
     -0.00000840       0.00000015
     -0.00000364       0.00000019
     -0.00004583       0.00000280
     -0.00001436       0.00000021
     -0.00000403      -0.00000023
     -0.00002418      -0.00000357
     -0.00000154      -0.00000006
     -0.00000160       0.00000003
     -0.00000774       0.00000016
     -0.00002881      -0.00000133
     -0.00000952      -0.00000074
     -0.00000793      -0.00000008
     -0.00007896      -0.00000413
     -0.00001480      -0.00000045
     -0.00002088       0.00000031
     -0.00000344       0.00000012
     -0.00000500       0.00000013
     -0.00000474      -0.00000036
     -0.00000160       0.00000007
     -0.00000434       0.00000018
     -0.00000444       0.00000011
     -0.00001114      -0.00000091
     -0.00003173      -0.00000136
     -0.00001336       0.00000037
     -0.00008702      -0.00000171
     -0.00000336       0.00000011
     -0.00000202      -0.00000001
     -0.00000151       0.00000004
     -0.00002033       0.00000246
     -0.00000155       0.00000000
     -0.00000412      -0.00000030
     -0.00000762       0.00000036
     -0.00000114      -0.00000002
     -0.00000096       0.00000001
     -0.00000219      -0.00000013
     -0.00000251       0.00000020
     -0.00000084       0.00000001
     -0.00000221       0.00000003
     -0.00007587      -0.00001026
     -0.00002519      -0.00000071
     -0.00000265       0.00000008
     -0.00000115       0.00000000
     -0.00000612       0.00000017
     -0.00000821      -0.00000063
     -0.00000482      -0.00000041
     -0.00000413       0.00000003
     -0.00000766       0.00000004
     -0.00000368       0.00000020
     -0.00000145      -0.00000002
     -0.00000203      -0.00000003
     -0.00002103      -0.00000129
     -0.00000950      -0.00000064
     -0.00000824      -0.00000061
     -0.00008162       0.00000075
     -0.00000621      -0.00000031
     -0.00002803      -0.00000362
     -0.00001317       0.00000167
     -0.00002252      -0.00000059
     -0.00000226       0.00000003
     -0.00000471      -0.00000002
     -0.00000153      -0.00000004
     -0.00000761      -0.00000041
     -0.00001572       0.00000119
     -0.00000677      -0.00000062
     -0.00002957      -0.00000431
     -0.00000319       0.00000003
     -0.00000128      -0.00000005
     -0.00006266      -0.00001305
     -0.00000134       0.00000009
     -0.00000875      -0.00000062
     -0.00000202      -0.00000006
     -0.00002731       0.00000095
     -0.00000207      -0.00000007
     -0.00000324      -0.00000015
     -0.00000863      -0.00000049
     -0.00000250      -0.00000008
     -0.00000248      -0.00000001
     -0.00004524      -0.00000788
     -0.00000182      -0.00000008
     -0.00000493       0.00000028
     -0.00002433       0.00000001
     -0.00000327      -0.00000014
     -0.00000789       0.00000067
     -0.00002794      -0.00000217
     -0.00000190       0.00000000
     -0.00000150       0.00000001
     -0.00000488       0.00000001
     -0.00000626       0.00000033
     -0.00001578      -0.00000025
     -0.00000314       0.00000016
     -0.00000125      -0.00000004
     -0.00001035       0.00000084
     -0.00002816       0.00000023
     -0.00000057       0.00000000
     -0.00000351      -0.00000028
     -0.00000192       0.00000000
     -0.00000080       0.00000001
     -0.00002071      -0.00000294
     -0.00001246       0.00000018
     -0.00004918      -0.00000651
     -0.00001664      -0.00000068
     -0.00004247       0.00000160
     -0.00000170       0.00000010
     -0.00000156      -0.00000001
     -0.00000983       0.00000045
     -0.00000801      -0.00000010
     -0.00000860      -0.00000089
     -0.00001446      -0.00000149
     -0.00001220      -0.00000206
     -0.00000316       0.00000007
     -0.00000717      -0.00000058
     -0.00000183       0.00000004
     -0.00000214      -0.00000004
     -0.00001039      -0.00000104
     -0.00000434      -0.00000015
     -0.00002421      -0.00000224
     -0.00000479       0.00000013
     -0.00000795      -0.00000035
     -0.00001415      -0.00000152
     -0.00000163      -0.00000009
     -0.00000440       0.00000011
     -0.00000674       0.00000064
     -0.00000356       0.00000032
     -0.00000264       0.00000005
     -0.00001823      -0.00000220
     -0.00000191      -0.00000002
     -0.00000632       0.00000036
     -0.00000174       0.00000007
     -0.00002917       0.00000364
     -0.00000528      -0.00000022
     -0.00000228      -0.00000012
     -0.00000315       0.00000008
     -0.00000367       0.00000026
     -0.00003406      -0.00000312
     -0.00001558      -0.00000115
     -0.00001171       0.00000026
     -0.00000301       0.00000006
     -0.00004166      -0.00000146
     -0.00000177      -0.00000005
     -0.00000151      -0.00000012
     -0.00003146      -0.00000221
     -0.00000084      -0.00000000
     -0.00005353      -0.00000297
     -0.00002337      -0.00000004
     -0.00000669       0.00000023
     -0.00000083       0.00000002
     -0.00000321       0.00000001
     -0.00000210      -0.00000002
     -0.00001128      -0.00000011
     -0.00000707       0.00000007
     -0.00000220      -0.00000011
     -0.00001045      -0.00000062
     -0.00000708      -0.00000023
     -0.00005206      -0.00000109
     -0.00000380       0.00000020
     -0.00000285       0.00000012
     -0.00000759      -0.00000069
     -0.00003046      -0.00000060
     -0.00000225      -0.00000001
     -0.00000124       0.00000000
     -0.00002013       0.00000278
     -0.00001415       0.00000045
     -0.00000896      -0.00000084
     -0.00000210       0.00000006
     -0.00000388      -0.00000011
     -0.00000283       0.00000012
     -0.00000145       0.00000008
     -0.00001758       0.00000115
     -0.00000092      -0.00000002
     -0.00000507       0.00000036
     -0.00000124       0.00000003
     -0.00000569       0.00000008
     -0.00006860       0.00000192
     -0.00001149      -0.00000114
     -0.00000126       0.00000001
     -0.00002171       0.00000312
     -0.00000873       0.00000015
     -0.00001026       0.00000057
     -0.00000521       0.00000043
     -0.00003158       0.00000027
     -0.00000059       0.00000002
     -0.00000216      -0.00000014
     -0.00001064      -0.00000021
     -0.00000406      -0.00000020
     -0.00000108       0.00000005
     -0.00002148      -0.00000170
     -0.00003727      -0.00000296
     -0.00000398       0.00000037
     -0.00002292      -0.00000104
     -0.00000299      -0.00000009
     -0.00000286       0.00000014
     -0.00000631      -0.00000047
     -0.00005249       0.00000284
     -0.00002559      -0.00000172
     -0.00000115      -0.00000007
     -0.00001748      -0.00000070
     -0.00001671      -0.00000206
     -0.00002020       0.00000079
     -0.00000126      -0.00000002
     -0.00000293       0.00000013
     -0.00000259      -0.00000005
     -0.00005856      -0.00000632
     -0.00000244       0.00000016
     -0.00002016       0.00000095
     -0.00000815      -0.00000041
     -0.00005098      -0.00000649
     -0.00000422       0.00000023
     -0.00001013       0.00000096
     -0.00000158       0.00000009
     -0.00000974      -0.00000034
     -0.00003910       0.00000343
     -0.00000594      -0.00000010
     -0.00000075      -0.00000001
     -0.00000517       0.00000006
     -0.00001278      -0.00000158
     -0.00000401      -0.00000014
     -0.00002558      -0.00000364
     -0.00003959      -0.00000538
     -0.00001814      -0.00000151
     -0.00001952       0.00000255
     -0.00000200      -0.00000007
     -0.00000481      -0.00000027
     -0.00000627      -0.00000011
     -0.00000134       0.00000005
     -0.00000130       0.00000005
     -0.00000668       0.00000020
     -0.00001632      -0.00000170
     -0.00000675       0.00000041
     -0.00000134       0.00000003
     -0.00000118       0.00000005
     -0.00001517       0.00000102
     -0.00002821      -0.00000484
     -0.00000167      -0.00000001
     -0.00001615      -0.00000140
     -0.00000806       0.00000007
     -0.00001482      -0.00000136
     -0.00001828      -0.00000152
     -0.00000378       0.00000017
     -0.00006986      -0.00000158
     -0.00000280       0.00000012
     -0.00001109       0.00000034
     -0.00001040       0.00000036
     -0.00000229       0.00000002
     -0.00000307      -0.00000010
     -0.00001536      -0.00000155
     -0.00001382      -0.00000101
     -0.00000445       0.00000026
     -0.00000109      -0.00000003
     -0.00000159      -0.00000009
     -0.00000112      -0.00000004
     -0.00001374      -0.00000128
     -0.00000348      -0.00000010
     -0.00002350       0.00000326
     -0.00001325      -0.00000044
     -0.00000361      -0.00000023
     -0.00003093      -0.00000321
     -0.00000188       0.00000001
     -0.00000254       0.00000011
     -0.00000378       0.00000022
     -0.00000797      -0.00000081
     -0.00000503       0.00000003
     -0.00000426      -0.00000007
     -0.00000230      -0.00000012
     -0.00000088       0.00000001
     -0.00000276       0.00000004
     -0.00000915      -0.00000074
     -0.00000517       0.00000020
     -0.00000097       0.00000003
     -0.00000290      -0.00000003
     -0.00001631      -0.00000185
     -0.00000283       0.00000000
     -0.00000446      -0.00000025
     -0.00000854       0.00000073
     -0.00002927      -0.00000275
     -0.00000295      -0.00000003
     -0.00001166      -0.00000040
     -0.00003627      -0.00000347
     -0.00002227      -0.00000344
     -0.00002208      -0.00000146
     -0.00000172       0.00000005
     -0.00000247      -0.00000000
     -0.00000306      -0.00000004
     -0.00000339       0.00000027
     -0.00000685      -0.00000008
     -0.00000408       0.00000008
     -0.00000253      -0.00000010
     -0.00002029      -0.00000106
     -0.00000678      -0.00000054
     -0.00004121      -0.00000878
     -0.00000353      -0.00000029
     -0.00005576      -0.00000875
     -0.00000472      -0.00000003
     -0.00000111      -0.00000002
     -0.00000169      -0.00000002
     -0.00000398      -0.00000008
     -0.00000501       0.00000023
     -0.00001577      -0.00000033
     -0.00003505      -0.00000366
     -0.00000177       0.00000011
     -0.00000272      -0.00000017
     -0.00000117       0.00000009
     -0.00001251       0.00000001
     -0.00000095       0.00000006
     -0.00000664       0.00000003
     -0.00000969      -0.00000054
     -0.00003020      -0.00000256
     -0.00000476       0.00000034
     -0.00000189       0.00000004
     -0.00000318      -0.00000002
     -0.00000408       0.00000010
     -0.00000867      -0.00000040
     -0.00000482      -0.00000028
     -0.00003987      -0.00000906
     -0.00000477      -0.00000018
     -0.00000113       0.00000011
     -0.00001226       0.00000067
     -0.00005442      -0.00000405
     -0.00000125      -0.00000007
     -0.00000334      -0.00000022
     -0.00000382       0.00000028
     -0.00003973      -0.00000365
     -0.00000144      -0.00000002
     -0.00006739      -0.00000700
     -0.00004974       0.00000224
     -0.00000982      -0.00000029
     -0.00000529       0.00000002
     -0.00000435      -0.00000017
     -0.00000217       0.00000001
     -0.00004270       0.00000315
     -0.00000148      -0.00000003
     -0.00000468       0.00000004
     -0.00001418       0.00000006
     -0.00001699      -0.00000135
     -0.00000547       0.00000005
     -0.00000245       0.00000017
     -0.00001547       0.00000040
     -0.00000305       0.00000002
     -0.00000647      -0.00000028
     -0.00004548      -0.00000709
     -0.00000128      -0.00000003
     -0.00001406       0.00000056
     -0.00000176       0.00000008
     -0.00001264      -0.00000018
     -0.00001807       0.00000020
     -0.00005187      -0.00000774
     -0.00000414       0.00000034
     -0.00000218       0.00000003
     -0.00000177      -0.00000002
     -0.00000814      -0.00000023
     -0.00000194       0.00000005
     -0.00002881      -0.00000215
     -0.00000321      -0.00000010
     -0.00000211      -0.00000008
     -0.00000565      -0.00000035
     -0.00000262       0.00000010
     -0.00001176      -0.00000076
     -0.00000283      -0.00000013
     -0.00003950      -0.00000250
     -0.00000146       0.00000004
     -0.00000196      -0.00000002
     -0.00001377      -0.00000050
     -0.00000207      -0.00000000
     -0.00000569      -0.00000048
     -0.00002202       0.00000254
     -0.00000137      -0.00000002
     -0.00000184       0.00000003
     -0.00000953       0.00000025
     -0.00001127       0.00000065
     -0.00001330       0.00000044
     -0.00000550      -0.00000007
     -0.00000153       0.00000003
     -0.00000729      -0.00000022
     -0.00000301       0.00000003
     -0.00001862      -0.00000096
     -0.00000171      -0.00000008
     -0.00000336       0.00000001
     -0.00000393       0.00000007
     -0.00000091       0.00000001
     -0.00004649      -0.00000122
     -0.00000180       0.00000002
     -0.00000524       0.00000033
     -0.00001312      -0.00000059
     -0.00000853       0.00000056
     -0.00000302      -0.00000004
     -0.00000275      -0.00000008
