QM Energy	FF Energy
    -0.000541996    -0.000760321
     -0.00139631     -0.00134263
    -0.000829262    -0.000815766
     -0.00113519    -0.000997914
      0.00226518      0.00291866
     -0.00136945     -0.00137216
     -0.00106691     -0.00110273
     -0.00152226     -0.00147777
     -0.00122766     -0.00114329
     -0.00152342     -0.00156313
     -0.00113531     -0.00114876
     -0.00103524    -0.000992163
      0.00053394     0.000872716
     -0.00124241     -0.00111512
     -0.00106361     -0.00104736
     -6.7343e-05     0.000591296
     -0.00153938     -0.00153472
       0.0027455      0.00210455
     -0.00130425     -0.00118851
      0.00401591      0.00262857
      -0.0011146     -0.00110659
     -0.00147759     -0.00146211
      0.00125495      0.00124558
     -0.00112808     -0.00112713
      0.00144568      0.00249621
      0.00406612      0.00621905
    -0.000978935     -0.00100039
      0.00092931     0.000341758
    -0.000959037     -0.00134337
     -0.00210445     -0.00166186
     0.000979349      0.00168905
    -0.000965737    -0.000930267
       0.0024125      0.00231267
     -0.00100952     -0.00086635
     0.000936548     0.000754659
     -0.00111043     -0.00115216
     -0.00129797     -0.00126094
      0.00120112      0.00126088
    -0.000776919    -0.000754321
      0.00507203      0.00420749
     0.000920669     0.000841169
     -0.00121991     -0.00126739
     -0.00104058     -0.00101496
     -0.00113898     -0.00112304
     -0.00139339     -0.00139495
     0.000239218     0.000796399
    -0.000896613     -0.00108821
     -0.00134059     -0.00143831
    -0.000942892    -0.000913415
     -0.00115496     -0.00112637
       0.0060941      0.00529402
     -0.00104115     -0.00100991
      0.00327147      0.00295093
       0.0011808     0.000988388
     -0.00138406     -0.00137233
       0.0108722      0.00900318
    -0.000721691    -0.000865974
     -0.00134789     -0.00133437
    -0.000949149    -0.000780142
     -0.00180743     -0.00166698
     0.000807443     0.000767262
    -0.000888826    -0.000873307
     0.000617481     0.000282784
     -0.00143293     -0.00146293
      0.00106235      0.00112797
     -0.00122689      -0.0012368
    -0.000995718    -0.000976736
      0.00442198      0.00532247
     -0.00095478    -0.000941888
    -0.000923873    -0.000900665
    -0.000793534    -0.000721692
     -0.00139086     -0.00135687
     -0.00079917     -0.00116294
     0.000436734     0.000890296
     -0.00136276     -0.00133434
     -0.00111275     -0.00113456
    -0.000928628     -0.00102082
      0.00146923      0.00247913
      0.00273746      0.00165258
     -0.00103632    -0.000992662
     -0.00116247     -0.00126555
     -0.00155363     -0.00159249
     -0.00165775     -0.00159092
    -0.000957203     -0.00100102
     -0.00152706     -0.00117925
       0.0020763       0.0035624
     -0.00131477     -0.00131271
     -0.00130377     -0.00127421
    -0.000530982    -0.000354134
     -0.00159342     -0.00164278
     -0.00136153     -0.00126704
     0.000614699      0.00208152
     -0.00116878     -0.00118801
     -0.00132685     -0.00143087
    -0.000474561    -0.000331585
      0.00288873       0.0029999
     -0.00122854     -0.00120448
     -0.00120491     -0.00126445
     -0.00173579     -0.00174417
     -0.00119172      -0.0011834
    -0.000476937    -0.000460131
     -0.00155262     -0.00157599
      0.00241889      0.00216832
    -0.000992083    -0.000967902
      8.1104e-05     0.000400318
    -0.000361982    -0.000149473
     -0.00052339    -0.000203048
     -0.00107878     -0.00109864
     -0.00143734     -0.00144665
    -0.000444847    -0.000757074
     0.000548524     0.000397354
     -9.8627e-05    -4.63554e-06
      0.00137411      0.00225702
     -0.00111257     -0.00110181
     -0.00058762    -0.000652003
     -0.00134015     -0.00120627
    -0.000995513    -0.000970599
     -0.00038308    -0.000405613
    -0.000623185    -0.000813264
      0.00245182      0.00207616
    -0.000687679    -0.000550921
     -0.00153148     -0.00113991
     -0.00104496     -0.00107557
     -0.00109348     -0.00114946
     0.000536709     1.05112e-05
    -0.000942825    -0.000314496
       -0.001236     -0.00121039
     -0.00112944     -0.00116274
     -0.00171546     -0.00176591
     -0.00118739     -0.00118483
     -0.00111364      -0.0011099
    -0.000948712     -0.00104318
    -0.000991661     -0.00102455
    -0.000928309    -0.000869065
     0.000315068       0.0006604
     -0.00130774     -0.00132895
    -0.000973881    -0.000927897
    -0.000785726    -0.000758891
     -0.00130512     -0.00138435
    -0.000631062    -0.000578843
     -0.00158975     -0.00156958
     -0.00180358     -0.00181098
       0.0037001      0.00327345
     -0.00142922     -0.00139313
    -0.000773285     -0.00075742
      0.00301095      0.00282922
     -0.00104303     -0.00101583
    -0.000833695    -0.000794045
     0.000143229     0.000240166
      0.00311437       0.0033597
       0.0104839        0.011773
      0.00213237      0.00267552
    -0.000742247    -0.000891603
    -0.000518351     -0.00099966
     -0.00100133    -0.000998677
     -0.00185735     -0.00171332
    -0.000801824    -0.000803251
    -0.000527173    -0.000956663
      9.4645e-05     0.000538571
     -0.00112064    -0.000640544
      0.00400896      0.00456772
     0.000508823      0.00163995
      0.00174601      0.00275368
     -0.00079533    -0.000761329
     -0.00035357    -0.000112075
    -0.000804802    -0.000800937
     -0.00078217    -0.000434507
     -0.00140863     -0.00149391
     -0.00121893      -0.0011816
     -0.00081322    -0.000774793
     -0.00104175     -0.00102215
     -0.00109747     -0.00101995
     -0.00100477     -0.00097931
     -0.00170751      -0.0016742
     0.000665697       0.0017437
    -0.000754575    -0.000724641
       -0.001093     -0.00107296
     -0.00109194     -0.00108104
    -0.000776582    -0.000751418
     -0.00111141     -0.00128138
     -0.00147589      -0.0014994
      0.00206428      0.00250908
     -0.00117275       -0.001101
     -0.00156015     -0.00155564
     -0.00152652     -0.00144934
     -0.00088779    -0.000922963
      0.00068868      0.00114157
    -0.000632536    -0.000507364
      0.00440226      0.00574194
     -0.00172678      -0.0016595
    -0.000716944    -0.000663893
     -0.00123612     -0.00123195
     -0.00101681    -0.000942062
     0.000693432      0.00102633
     -0.00144939     -0.00145076
     -0.00158196     -0.00161777
     -0.00169632     -0.00147466
      0.00764489      0.00830181
     -0.00112081     -0.00114969
    -0.000497858    -0.000229291
    -0.000467218    -0.000317185
    -0.000887846    -0.000828945
     -0.00144563     -0.00185738
     0.000976094     0.000486466
     0.000936825      0.00130991
     -0.00104793     -0.00105979
    -0.000284211    -0.000668335
     -0.00113615      -0.0016165
     -0.00134694     -0.00131928
     -0.00115527     -0.00113524
     -0.00101223     -0.00104173
      -0.0016814     -0.00164783
     -0.00150925     -0.00137801
    -0.000961008    -0.000922399
     -0.00160432     -0.00166221
     -0.00131748     -0.00134386
     -0.00115289     -0.00104824
    -0.000550032    -0.000710665
     -0.00113845     -0.00109305
     -0.00104562     -0.00100551
    -0.000659864    -0.000625886
     -0.00115854     -0.00117554
    -0.000929424    -0.000979573
     -0.00111046     -0.00110841
     -0.00153516     -0.00144826
     -0.00180703     -0.00178854
     -0.00151693     -0.00151509
    -0.000281199     0.000369335
     -0.00161091     -0.00154813
    -0.000976178     -0.00101529
     -0.00133031     -0.00138828
     -0.00127047     -0.00126141
     -0.00155566     -0.00130071
     -0.00119662     -0.00121982
     -0.00157316     -0.00155848
      -0.0010677     -0.00116472
    -0.000845432    -0.000685888
     -0.00116514     -0.00114143
      0.00686104      0.00704233
     -0.00118655    -0.000904739
     -0.00113471     -0.00119222
    -0.000384247    -0.000250742
     -0.00110593     -0.00109434
     -0.00110138     -0.00108142
     -0.00160132     -0.00156535
     0.000170708    -0.000200831
     0.000113246     9.06837e-06
      0.00166127      0.00242096
     -0.00178804     -0.00161777
     -0.00108264     -0.00105577
     -0.00137713     -0.00129098
    -0.000518144    -0.000109981
     -0.00116975     -0.00136852
     -0.00168811     -0.00162442
     -0.00132975     -0.00137505
     -0.00052535    -0.000632521
    -0.000949626     -0.00112962
    -0.000889426    -0.000907408
      0.00265444       0.0022748
     -0.00126068     -0.00125386
     -0.00129939      -0.0014405
    -0.000827028    -0.000833989
     -0.00083419    -0.000817942
    -0.000632279    -0.000797337
     -0.00135731      -0.0013479
    -0.000973817     -0.00093377
     -0.00109434     -0.00107811
     -0.00116552      -0.0012691
     -0.00130502     -0.00147931
     -0.00117028     -0.00107747
    -0.000985486    -0.000967285
     0.000939754       0.0016413
       0.0011443      0.00168797
      0.00107113      0.00168117
     -0.00019673    -0.000296371
    -0.000798058    -0.000753391
     -0.00062865    -0.000544264
     -0.00125588     -0.00122935
    -0.000660839     -0.00062853
      0.00104326      0.00165437
     -0.00144187     -0.00139166
     -0.00137367     -0.00151134
    -0.000895663    -0.000872559
    -0.000803256    -0.000912022
     -0.00178735     -0.00176533
     -0.00149515     -0.00185934
    -0.000918563     -0.00104323
    -0.000758971    -0.000726562
     -0.00108465    -0.000974044
     -0.00167905      -0.0015433
      0.00474619      0.00409744
     -0.00118586     -0.00115782
    -0.000884863    -0.000907248
     -0.00124167     -0.00108536
      0.00372913      0.00516486
     -0.00105667     -0.00103997
     -0.00154071     -0.00126909
     -0.00106783     -0.00112426
      0.00819966      0.00969399
       -0.001176     -0.00116686
     -0.00132076     -0.00133798
     -0.00118986     -0.00119714
    -0.000915858    -0.000899437
     -0.00128764     -0.00125907
    -0.000699555    -0.000693707
     -0.00157636     -0.00156578
    -0.000557765    -0.000444132
     -0.00113804     -0.00118339
    -0.000930866    -0.000902002
     -0.00176421     -0.00176516
    -0.000856364    -0.000969766
    -0.000536132     -0.00041606
    -0.000841706    -0.000847293
    -0.000692946    -8.25869e-05
     0.000112339    -0.000140826
     -0.00156167     -0.00156906
    -0.000795999    -0.000756783
    -0.000774799    -0.000792877
      -0.0011568      -0.0013452
    -0.000325895    -0.000403045
     -0.00105666     -0.00103458
     -0.00120555     -0.00119336
    -0.000923745    -0.000917041
     -0.00133247     -0.00129294
      -0.0009013    -0.000955138
     -0.00199323      -0.0021266
     -0.00198474     -0.00209212
      9.5017e-05    -0.000569198
     -0.00162981     -0.00166651
     -0.00192829     -0.00202609
    -0.000567593    -0.000691478
     -0.00114781     -0.00113115
      0.00396252      0.00320275
      0.00171054      0.00134511
     -0.00168422     -0.00161333
     -0.00093666    -0.000894426
     0.000220055     0.000622809
    -0.000683625    -0.000651488
     0.000476139     0.000705606
     0.000940245      0.00125794
    -0.000112463     0.000115736
     0.000809434     0.000196043
     -0.00106225     -0.00113159
      0.00268532      0.00297586
     -0.00107849     -0.00104847
     -0.00153694     -0.00154742
      0.00197912      0.00227215
     -0.00110708     -0.00108566
     -0.00151251     -0.00148808
      0.00289516      0.00263688
      0.00124975      0.00136856
    -0.000687636    -0.000591608
      0.00287979      0.00307457
    -0.000572775    -0.000505142
    -0.000471125     -0.00060607
    -0.000930009    -0.000968254
     0.000401392     0.000533916
    -0.000889582     -0.00119026
      0.00118224      0.00117343
      0.00211578      0.00306253
    -0.000656936    -0.000371455
     0.000812978     0.000197477
     -0.00110018     -0.00107687
    -0.000637202    -0.000585159
     -0.00102515     -0.00101263
     -0.00123492     -0.00118756
     0.000478554     0.000302702
     -0.00122555     -0.00169575
    -0.000673477    -0.000610809
    -0.000824721    -0.000968032
    -0.000817847    -0.000816642
     -0.00137993     -0.00152435
     0.000115194     0.000113724
     0.000417818     0.000762342
      0.00175117      0.00277651
     -0.00141727     -0.00128937
     -0.00133073     -0.00134111
     -0.00108331     -0.00104523
     -0.00181787     -0.00183887
     -0.00123852     -0.00122428
    -0.000910574     -0.00117074
     -0.00127944     -0.00127131
    -0.000329254    -0.000474389
     -0.00116631      -0.0011182
