Edrude_ind 		 Edrude_dhf
     -0.00001041      -0.00000006
     -0.00000483      -0.00000009
     -0.00000089       0.00000001
     -0.00001475      -0.00000015
     -0.00005783      -0.00000854
     -0.00000783      -0.00000001
     -0.00000159      -0.00000002
     -0.00000700      -0.00000019
     -0.00001170      -0.00000143
     -0.00000546       0.00000001
     -0.00000374      -0.00000011
     -0.00000204      -0.00000002
     -0.00004339      -0.00000667
     -0.00000759      -0.00000062
     -0.00000219      -0.00000000
     -0.00001918       0.00000122
     -0.00000175       0.00000010
     -0.00005460      -0.00000319
     -0.00001110       0.00000126
     -0.00005304       0.00000112
     -0.00000276       0.00000006
     -0.00000742      -0.00000020
     -0.00002014      -0.00000253
     -0.00000128       0.00000005
     -0.00004325      -0.00000025
     -0.00008781      -0.00000958
     -0.00000304      -0.00000014
     -0.00001345       0.00000038
     -0.00001643      -0.00000168
     -0.00000654      -0.00000056
     -0.00003011      -0.00000451
     -0.00000351       0.00000024
     -0.00003742      -0.00000739
     -0.00000961      -0.00000103
     -0.00003078      -0.00000136
     -0.00001037       0.00000000
     -0.00000112       0.00000000
     -0.00001678      -0.00000153
     -0.00000092       0.00000000
     -0.00005826       0.00000356
     -0.00002054       0.00000197
     -0.00000190      -0.00000000
     -0.00000746       0.00000003
     -0.00000198      -0.00000006
     -0.00000404      -0.00000011
     -0.00003317       0.00000243
     -0.00000876       0.00000002
     -0.00000356      -0.00000009
     -0.00000252       0.00000007
     -0.00000153      -0.00000001
     -0.00005283       0.00000383
     -0.00000161       0.00000005
     -0.00003945      -0.00000088
     -0.00003858      -0.00000281
     -0.00000345       0.00000006
     -0.00010218       0.00000408
     -0.00001130      -0.00000064
     -0.00000136      -0.00000001
     -0.00000939       0.00000093
     -0.00000579      -0.00000014
     -0.00002456      -0.00000351
     -0.00000155      -0.00000003
     -0.00002512      -0.00000367
     -0.00000216       0.00000008
     -0.00002709       0.00000019
     -0.00000277       0.00000022
     -0.00000249       0.00000012
     -0.00007094      -0.00000734
     -0.00000225      -0.00000001
     -0.00000158       0.00000002
     -0.00000701       0.00000052
     -0.00000207       0.00000007
     -0.00001514      -0.00000033
     -0.00005106      -0.00000763
     -0.00000472      -0.00000014
     -0.00000312      -0.00000027
     -0.00000652      -0.00000017
     -0.00004586       0.00000272
     -0.00004028       0.00000225
     -0.00000510       0.00000032
     -0.00000345      -0.00000003
     -0.00000306       0.00000005
     -0.00001083       0.00000006
     -0.00000976      -0.00000042
     -0.00001207       0.00000004
     -0.00004853       0.00000093
     -0.00000294      -0.00000006
     -0.00000371      -0.00000007
     -0.00002744       0.00000096
     -0.00000330       0.00000009
     -0.00000650       0.00000002
     -0.00002491      -0.00000181
     -0.00000588      -0.00000055
     -0.00000823       0.00000031
     -0.00002116      -0.00000052
     -0.00004539      -0.00000263
     -0.00000339      -0.00000006
     -0.00000193      -0.00000000
     -0.00000403      -0.00000031
     -0.00000183       0.00000003
     -0.00001355      -0.00000043
     -0.00000294      -0.00000007
     -0.00003561      -0.00000033
     -0.00000266       0.00000020
     -0.00002123      -0.00000061
     -0.00001740       0.00000139
     -0.00001667       0.00000016
     -0.00000194      -0.00000001
     -0.00000207       0.00000013
     -0.00001895       0.00000097
     -0.00002065      -0.00000043
     -0.00001630      -0.00000039
     -0.00003687      -0.00000634
     -0.00000131      -0.00000003
     -0.00001427      -0.00000010
     -0.00000726      -0.00000061
     -0.00000206       0.00000005
     -0.00000987       0.00000049
     -0.00001512      -0.00000152
     -0.00002734      -0.00000207
     -0.00001182       0.00000140
     -0.00001443       0.00000030
     -0.00000151      -0.00000004
     -0.00000772      -0.00000018
     -0.00001540       0.00000042
     -0.00001747       0.00000191
     -0.00000232      -0.00000002
     -0.00000240      -0.00000008
     -0.00000437      -0.00000016
     -0.00000387      -0.00000012
     -0.00000359       0.00000022
     -0.00001149      -0.00000040
