# Eelst 		 Emultipole 
     -0.00020222       0.00000135
     -0.00777363      -0.00018384
     -0.00176804      -0.00008899
     -0.00014604       0.00001828
     -0.00545191      -0.00010524
     -0.00674512      -0.00006637
     -0.00249518      -0.00012669
     -0.00009286       0.00002212
     -0.00761550      -0.00000774
     -0.00061906       0.00002528
     -0.00580770      -0.00028428
     -0.00194168      -0.00012047
     -0.00282279      -0.00006283
     -0.00018583      -0.00000839
     -0.00603740      -0.00016857
     -0.00030397       0.00002328
     -0.00064127      -0.00001254
     -0.00090310       0.00005813
     -0.00059115       0.00000049
     -0.00224127       0.00010639
     -0.00032459       0.00002235
     -0.00034696       0.00001167
     -0.00095627      -0.00008863
     -0.00386697       0.00001937
     -0.00058960       0.00001581
     -0.00226043       0.00005246
     -0.00055260      -0.00002490
     -0.00016370       0.00000962
     -0.00396261       0.00015674
     -0.00026742      -0.00004547
     -0.00041308      -0.00001332
     -0.00070586      -0.00005780
     -0.00036377      -0.00000331
     -0.00008750       0.00002754
     -0.00113523      -0.00002063
     -0.00013796       0.00001376
     -0.00060177      -0.00007152
     -0.00625850      -0.00008521
     -0.00329420      -0.00008786
     -0.00007063       0.00001543
     -0.00799383      -0.00016038
     -0.00692100      -0.00019902
     -0.00087389       0.00006531
     -0.00176493      -0.00013416
     -0.00618399       0.00000432
     -0.00109525      -0.00008425
     -0.00010754       0.00002375
     -0.00763337      -0.00001815
     -0.00050147       0.00004501
     -0.00253152       0.00000323
     -0.00008956      -0.00000348
     -0.00148041       0.00002868
     -0.00018354      -0.00001605
     -0.00138740      -0.00000480
     -0.00118586      -0.00005431
     -0.00589129      -0.00012232
     -0.00035380       0.00000719
     -0.00099497      -0.00003220
     -0.00054703       0.00004891
     -0.00200085       0.00006273
     -0.00203762       0.00001379
     -0.00273866      -0.00012542
     -0.00340489       0.00010895
     -0.00227337       0.00004391
     -0.00067238      -0.00001689
     -0.00229213       0.00001069
     -0.00011114      -0.00001595
     -0.00424115       0.00002637
     -0.00109372      -0.00006326
     -0.00892251       0.00000213
     -0.00654742       0.00002839
     -0.00265568      -0.00009026
     -0.00056929       0.00000028
     -0.00057287      -0.00004810
     -0.00055300      -0.00002257
     -0.00013960      -0.00002040
     -0.00014914       0.00000932
     -0.00650558      -0.00013353
     -0.00009594      -0.00001771
     -0.00126584       0.00005559
     -0.00874795      -0.00026213
     -0.00048055       0.00000138
     -0.00144093      -0.00007321
     -0.00026653      -0.00003227
     -0.00147307       0.00001308
     -0.00384711      -0.00011019
     -0.00084599       0.00000104
     -0.00192012       0.00007303
     -0.00018170      -0.00001607
     -0.00050940       0.00001356
     -0.00036444       0.00001660
     -0.00016582      -0.00001241
     -0.00077573      -0.00000659
     -0.00165470      -0.00010474
     -0.00171906      -0.00008518
     -0.00044049       0.00000343
     -0.00230465       0.00003370
     -0.00194363      -0.00004964
     -0.00018790      -0.00002625
     -0.00014457       0.00002413
     -0.00473573      -0.00016442
     -0.00211279       0.00005244
     -0.00242901       0.00001761
     -0.00323007      -0.00010437
     -0.00130310      -0.00007410
     -0.00009657      -0.00002039
     -0.00019807      -0.00000166
     -0.00012695      -0.00000106
     -0.00245411      -0.00001881
     -0.00594312       0.00000100
     -0.00094293      -0.00003996
     -0.00034999       0.00000254
     -0.00261445       0.00011397
     -0.00378809      -0.00003854
     -0.00222974       0.00004170
     -0.00199113       0.00008232
     -0.00017393      -0.00000094
     -0.00196692       0.00009135
     -0.00192565       0.00009950
     -0.00049688       0.00002897
     -0.00067207       0.00011799
     -0.00030448       0.00000025
     -0.00111665       0.00004937
     -0.00015234       0.00001107
     -0.00047432      -0.00000688
     -0.00113475      -0.00000358
     -0.00039474      -0.00003684
     -0.00040145       0.00001595
     -0.00313336      -0.00012747
     -0.00087691       0.00000549
     -0.00051015      -0.00004389
     -0.00015684      -0.00003093
     -0.00098694      -0.00006670
     -0.00052477      -0.00007658
     -0.00018303       0.00003250
     -0.00041907      -0.00000764
     -0.00016819       0.00002360
     -0.00073889       0.00007608
     -0.00030519      -0.00001931
     -0.00061289       0.00004545
     -0.00145093       0.00010773
     -0.00671838      -0.00012469
     -0.00040341      -0.00003677
     -0.00034547      -0.00003305
     -0.00049370      -0.00000671
     -0.00196271       0.00005763
     -0.00073042      -0.00003925
     -0.00010147       0.00000740
     -0.00034280       0.00008261
     -0.00041008       0.00001000
     -0.00057102       0.00005873
     -0.00039671      -0.00002709
     -0.00126297      -0.00000814
     -0.00024887      -0.00000503
     -0.00151169       0.00002348
     -0.00098427      -0.00000042
     -0.00370041      -0.00008484
     -0.00029467       0.00002677
     -0.00054427       0.00010283
     -0.00038624       0.00001684
     -0.00027892      -0.00001535
     -0.00077908      -0.00003265
     -0.00080217       0.00002802
     -0.00043128       0.00002478
     -0.00010531       0.00001234
     -0.00011894      -0.00001022
     -0.00135831      -0.00003547
     -0.00142000       0.00001539
     -0.00144091      -0.00009771
     -0.00323975      -0.00012312
     -0.00180196       0.00009929
     -0.00239996       0.00010727
     -0.00327122       0.00002029
     -0.00038650       0.00000816
     -0.00013777      -0.00001547
     -0.00061764      -0.00002366
     -0.00187049       0.00003665
     -0.00013298       0.00001946
     -0.00014347      -0.00001583
     -0.00009749       0.00000130
     -0.00068718       0.00002708
     -0.00145230      -0.00002342
     -0.00021144      -0.00001605
     -0.00614920      -0.00017393
     -0.00087045       0.00005653
     -0.00267476      -0.00003229
     -0.00056637       0.00001921
     -0.00334736       0.00006461
     -0.00066337      -0.00000965
     -0.00009634      -0.00000195
     -0.00028839      -0.00003218
     -0.00044703      -0.00004083
     -0.00101973       0.00004940
     -0.00045559      -0.00000197
     -0.00023797       0.00000689
     -0.00123206       0.00009371
     -0.00091859      -0.00001175
     -0.00143090      -0.00001191
     -0.00040795      -0.00001064
     -0.00341627       0.00005743
     -0.00594156      -0.00002439
     -0.00183576      -0.00006391
     -0.00020654      -0.00000973
     -0.00176287      -0.00015824
     -0.00115548       0.00003000
     -0.00078870      -0.00002609
     -0.00645594       0.00004260
     -0.00045324      -0.00002055
     -0.00023985       0.00004273
     -0.00138048      -0.00004446
     -0.00080805       0.00006738
     -0.00042450      -0.00001061
     -0.00049504      -0.00004431
     -0.00133455      -0.00004042
     -0.00039868       0.00009038
     -0.00010897      -0.00002175
     -0.00014481      -0.00002682
     -0.00008470       0.00002873
     -0.00179449       0.00009887
     -0.00036889      -0.00002208
     -0.00030773       0.00000470
     -0.00019998      -0.00002187
     -0.00018363       0.00004140
     -0.00078857      -0.00002442
     -0.00020036      -0.00001831
     -0.00199655       0.00009859
     -0.00051442      -0.00002425
     -0.00102597      -0.00004427
     -0.01185079       0.00006048
     -0.00063967       0.00001114
     -0.00376232       0.00003080
     -0.00063816       0.00001911
     -0.00088182      -0.00001564
     -0.00018074       0.00002212
     -0.00030060      -0.00000699
     -0.00061698       0.00001441
     -0.00094220       0.00009881
     -0.00045386       0.00002703
     -0.00067244       0.00002828
     -0.00168923      -0.00007746
     -0.00091118       0.00006787
     -0.00012498       0.00002384
     -0.00009943      -0.00000957
     -0.00012029       0.00001210
     -0.00084421      -0.00001095
     -0.00006652       0.00002405
     -0.00029562      -0.00000851
     -0.00956784      -0.00003339
     -0.00031845       0.00002598
     -0.00027041      -0.00003475
     -0.00015888       0.00001527
     -0.00214691      -0.00000595
     -0.00077146      -0.00001241
     -0.00041017      -0.00000515
     -0.00077193       0.00007500
     -0.00013703       0.00002234
     -0.00035070      -0.00000179
     -0.00244493      -0.00011304
     -0.00149071       0.00002629
     -0.00297994       0.00007899
     -0.00056083       0.00001193
     -0.00267422      -0.00002304
     -0.00092027      -0.00006709
     -0.00070441      -0.00000962
     -0.00097513      -0.00000930
     -0.00115407      -0.00005392
     -0.00024026       0.00001367
     -0.00037731      -0.00004170
     -0.00105957       0.00007237
     -0.00348663      -0.00012504
     -0.00026428      -0.00000211
     -0.00603085      -0.00024760
     -0.00204018       0.00010984
     -0.00330740       0.00002259
     -0.00939977      -0.00004021
     -0.00112946       0.00005786
     -0.00201736       0.00011885
     -0.00060515       0.00002219
     -0.00319071      -0.00005024
     -0.00316186      -0.00006128
     -0.00009403       0.00003911
     -0.00009734       0.00003257
     -0.00251324      -0.00003742
     -0.00007371       0.00000707
     -0.00011071      -0.00001712
     -0.00113437      -0.00001457
     -0.00074795       0.00003728
     -0.00023507       0.00001237
     -0.00194996       0.00008543
     -0.00018558      -0.00000965
     -0.00212985      -0.00007740
     -0.00456642      -0.00012783
     -0.00064580       0.00001446
     -0.00046015       0.00005342
     -0.00017798      -0.00000312
     -0.00698959      -0.00018592
     -0.00029280       0.00002718
     -0.00114003      -0.00006625
     -0.00364884      -0.00017910
     -0.00041805      -0.00002188
     -0.00015640      -0.00000899
     -0.00339563      -0.00004403
     -0.00188891      -0.00007672
     -0.00251746       0.00004045
     -0.00026363      -0.00003251
     -0.00091953       0.00005499
     -0.00041156       0.00003577
     -0.00233638      -0.00009417
     -0.00036393      -0.00003571
     -0.00016311      -0.00002489
     -0.00280092       0.00007349
     -0.00213487      -0.00006265
     -0.00031400       0.00005386
     -0.00566776      -0.00018339
     -0.00071726       0.00007339
     -0.00132278      -0.00002072
     -0.00156079       0.00001665
     -0.00327646      -0.00007964
     -0.00062537      -0.00004527
     -0.00303309      -0.00017864
     -0.00032288       0.00000181
     -0.00052753      -0.00005025
     -0.00081523      -0.00001591
     -0.00266648      -0.00011875
     -0.00028593       0.00000481
     -0.00050001      -0.00005921
     -0.00152104      -0.00008560
     -0.00055431      -0.00002214
     -0.00078941       0.00007523
     -0.00382609      -0.00005875
     -0.00237818      -0.00000320
     -0.00017476      -0.00000527
     -0.00088705       0.00004872
     -0.00121293      -0.00004236
     -0.00116494       0.00003459
     -0.00017786       0.00000142
     -0.00100924       0.00003279
     -0.00067416      -0.00000591
     -0.00330385      -0.00010939
     -0.00063074      -0.00000085
     -0.00019758       0.00000074
     -0.00181537       0.00009379
     -0.00017442      -0.00001373
     -0.00118058       0.00010264
     -0.00015418      -0.00003613
     -0.00056540      -0.00000581
     -0.00205580       0.00004980
     -0.00044981       0.00002218
     -0.00118250      -0.00000809
     -0.00202024       0.00009324
     -0.00134717      -0.00008549
     -0.00070433       0.00002163
     -0.00216859      -0.00006419
     -0.00049452      -0.00000700
     -0.00007228       0.00003043
     -0.00077406      -0.00001393
     -0.00045389       0.00003791
     -0.00086437      -0.00007436
     -0.00845723      -0.00024280
     -0.00031954       0.00004532
     -0.00280801      -0.00008249
     -0.00015718      -0.00002745
     -0.00742251      -0.00005521
     -0.00296851      -0.00007040
     -0.00103874       0.00003939
     -0.00368028      -0.00000570
     -0.00012220       0.00000684
     -0.00032411       0.00003651
     -0.00087788      -0.00002718
     -0.00155240      -0.00005824
     -0.00009591      -0.00000305
     -0.00966885       0.00021106
     -0.00086467       0.00001477
     -0.00197886       0.00012096
     -0.00143746       0.00000144
     -0.00015980      -0.00001133
     -0.00013706      -0.00000375
     -0.00034052      -0.00001345
     -0.00254699      -0.00008282
     -0.00072440       0.00005347
     -0.00013758       0.00003817
     -0.00051032      -0.00002678
     -0.00071820       0.00009897
     -0.00124943      -0.00008843
     -0.00006364       0.00001819
     -0.00151597      -0.00004589
     -0.00012921      -0.00001389
     -0.00263424       0.00004256
     -0.00019769       0.00003252
     -0.00290186      -0.00009165
     -0.00309800       0.00003489
     -0.00055511      -0.00000189
     -0.00076854       0.00000291
     -0.00068954      -0.00007164
     -0.00048981       0.00001456
     -0.00045771       0.00004547
     -0.00048804       0.00004805
     -0.00037554      -0.00001773
     -0.00057935      -0.00005058
     -0.00089046       0.00010445
     -0.00123154       0.00001481
     -0.00051175       0.00001516
     -0.00306911       0.00004355
     -0.00020875      -0.00001657
     -0.00494481      -0.00026903
     -0.00120677       0.00000772
     -0.00189136       0.00010316
     -0.00025799       0.00002780
     -0.00501797      -0.00021519
     -0.00104433      -0.00000640
     -0.00651602      -0.00013722
     -0.00020797      -0.00003468
     -0.00034630       0.00003037
     -0.00044385       0.00006451
     -0.00027827      -0.00003833
     -0.00297264       0.00000333
     -0.00023109       0.00000992
     -0.00366875       0.00004905
     -0.00019264       0.00000171
     -0.00089087       0.00005476
     -0.00019151       0.00004540
     -0.00704752      -0.00009881
     -0.00236848      -0.00004180
     -0.00064639       0.00005317
     -0.00094176       0.00002291
     -0.00029513       0.00004177
     -0.00556071       0.00003117
     -0.00029967       0.00000600
     -0.00082202      -0.00003005
     -0.00025634       0.00001255
     -0.00073087      -0.00002956
     -0.00017345      -0.00003386
     -0.00095331      -0.00007057
     -0.00093132      -0.00003763
     -0.00117015       0.00008176
     -0.00417445      -0.00003469
     -0.00033090      -0.00005361
     -0.00040765       0.00000184
     -0.00073606      -0.00001736
     -0.00013094      -0.00001447
     -0.00054354      -0.00003759
     -0.00018754       0.00000104
     -0.00031337       0.00000261
     -0.00157553      -0.00005608
     -0.01366810      -0.00000724
     -0.00220276      -0.00000855
     -0.00447188      -0.00005248
     -0.00012348       0.00000032
     -0.00016937      -0.00002969
     -0.00373998       0.00004209
     -0.01075327      -0.00005330
     -0.00288209       0.00018986
     -0.00217103      -0.00001013
     -0.00027685      -0.00001337
     -0.00013458      -0.00002011
     -0.00166342      -0.00011812
     -0.00037707       0.00002900
     -0.00015111      -0.00001030
     -0.00416291       0.00014054
     -0.00084428      -0.00000937
     -0.00484933       0.00039091
     -0.00222329       0.00002056
     -0.00089307       0.00004990
     -0.00706569       0.00002267
     -0.00062236      -0.00004406
     -0.00308236       0.00003287
     -0.00180453       0.00001266
     -0.00033929      -0.00002386
     -0.00129372      -0.00002196
     -0.00021943       0.00007004
     -0.00039743       0.00002291
     -0.00057720      -0.00006727
     -0.00008318       0.00002547
     -0.00010805      -0.00002477
     -0.00320331      -0.00002381
     -0.00010202       0.00003915
     -0.00149139       0.00009678
     -0.00051963       0.00000096
     -0.00538484       0.00021734
     -0.00015915       0.00003738
     -0.00041969       0.00000418
     -0.00126142       0.00000094
     -0.00129605       0.00006510
     -0.00092253       0.00008695
     -0.00022519       0.00003241
     -0.00022379      -0.00003146
     -0.00027881       0.00005061
     -0.00048972       0.00000432
     -0.00017022       0.00004625
     -0.00023716      -0.00000031
     -0.00012455       0.00001215
     -0.00017440      -0.00001518
     -0.00024784       0.00005818
     -0.00055682       0.00003970
     -0.00126384       0.00000661
     -0.00059280       0.00001434
     -0.00035431      -0.00005480
     -0.00082899       0.00003145
     -0.00063270       0.00002193
     -0.00075052      -0.00003290
     -0.00023976      -0.00003093
     -0.00219936      -0.00003803
     -0.00025165      -0.00002165
     -0.00020325       0.00002088
     -0.00012653       0.00002397
     -0.00667195      -0.00008863
     -0.00017310       0.00002312
     -0.00062101      -0.00001478
     -0.00139622      -0.00003919
     -0.00295949      -0.00019679
     -0.00036372       0.00000674
     -0.00062274      -0.00006112
     -0.00363995      -0.00009895
     -0.00078200       0.00001663
     -0.00007044       0.00004206
     -0.00011627      -0.00000832
     -0.00024476      -0.00000707
     -0.00021025       0.00001502
     -0.00032120       0.00000849
     -0.00073972      -0.00001397
     -0.00750346       0.00019037
     -0.00014113       0.00000319
     -0.00506176      -0.00007608
     -0.00016279       0.00001032
     -0.00165842      -0.00010417
     -0.00055746      -0.00007961
     -0.00046747      -0.00005573
     -0.00350168      -0.00002519
     -0.00081588      -0.00000746
     -0.00048021      -0.00001473
     -0.00241085      -0.00009036
     -0.01154957      -0.00034062
     -0.00080818      -0.00006090
     -0.00236802      -0.00001206
     -0.00518166       0.00006324
     -0.00034756      -0.00000932
     -0.00137178       0.00012887
     -0.00012547       0.00002555
     -0.00068744      -0.00005983
     -0.00027743       0.00001956
     -0.00093712       0.00001380
     -0.00024500      -0.00002896
     -0.00240608      -0.00013461
     -0.00076839      -0.00005429
     -0.00030638      -0.00003571
     -0.00065895       0.00003164
     -0.00390538      -0.00017998
     -0.00852700      -0.00006805
     -0.00210550       0.00006627
     -0.00011607      -0.00001526
     -0.01129784      -0.00027285
     -0.00009636       0.00001440
     -0.00022021       0.00000844
     -0.00023019       0.00001329
     -0.00590092      -0.00013311
     -0.00038889       0.00001549
     -0.00006822       0.00002111
     -0.00008311       0.00000079
     -0.00147094       0.00003672
     -0.00644356      -0.00015195
     -0.00810461       0.00011975
     -0.00016800       0.00002283
     -0.00033470      -0.00002487
     -0.00229093       0.00002397
     -0.00024248      -0.00001418
     -0.00020128      -0.00001344
     -0.00962840      -0.00024770
     -0.00036163      -0.00001654
     -0.00103752      -0.00003370
     -0.00015387       0.00002093
     -0.00008191      -0.00001447
     -0.00192998       0.00008674
     -0.00019979      -0.00002235
     -0.00054034       0.00002085
     -0.00017209       0.00004027
     -0.00143951       0.00009384
     -0.00019551      -0.00001475
     -0.00169652      -0.00000733
     -0.00010446       0.00000925
     -0.00017112       0.00003097
     -0.00027733      -0.00002271
     -0.00178772       0.00003979
     -0.00012099      -0.00001236
     -0.00040574      -0.00001329
     -0.00024906      -0.00002275
     -0.00160799      -0.00002872
     -0.00132801       0.00006849
     -0.00073757      -0.00000063
     -0.00041526      -0.00006163
     -0.00037304       0.00005507
     -0.00146128       0.00012934
     -0.00035567      -0.00000498
     -0.00073188       0.00007878
     -0.00141862       0.00008536
     -0.00430478      -0.00021090
     -0.00049821       0.00009040
     -0.00052699      -0.00005400
     -0.00025152       0.00003893
     -0.00066019      -0.00003387
     -0.00045385      -0.00002264
     -0.00525501       0.00001020
     -0.00227734      -0.00008583
     -0.00059855       0.00003738
     -0.00059604      -0.00003588
     -0.00150577      -0.00009152
     -0.00080816      -0.00003319
     -0.00008094       0.00002823
     -0.00067217      -0.00000811
     -0.00192477      -0.00008395
     -0.00457839      -0.00001264
     -0.00025310      -0.00000778
     -0.00017168      -0.00000205
     -0.00210969      -0.00003629
     -0.00043520       0.00003051
     -0.00195127       0.00008611
     -0.00009094      -0.00000622
     -0.00178220      -0.00009654
     -0.00026784      -0.00002816
     -0.00166280      -0.00006320
     -0.00023021      -0.00001042
     -0.00089966      -0.00007840
     -0.00013300       0.00000221
     -0.00034478       0.00006233
     -0.00070992      -0.00000674
     -0.00118816      -0.00007164
     -0.00199815       0.00015525
     -0.00104587       0.00006809
     -0.00373651      -0.00009471
     -0.00054136      -0.00003554
     -0.00010837       0.00000857
     -0.00010888       0.00001017
     -0.00019494      -0.00000700
     -0.00157004       0.00007278
     -0.00020112       0.00005987
     -0.00031510      -0.00004111
     -0.00016220       0.00001246
     -0.00520098      -0.00006271
     -0.00111043      -0.00004028
     -0.00039414       0.00001994
     -0.00047920       0.00001070
     -0.00138551       0.00003029
     -0.00368921      -0.00004701
     -0.00008159       0.00000399
     -0.00094772      -0.00002295
     -0.00018361       0.00004241
     -0.00046161      -0.00003124
     -0.00063212       0.00011600
     -0.00327981       0.00004299
     -0.00017649       0.00000099
     -0.00326083       0.00011902
     -0.00010919      -0.00002025
     -0.00246115       0.00009879
     -0.00174282       0.00001868
     -0.00170572      -0.00001910
     -0.00107674      -0.00000665
     -0.00011180      -0.00001418
     -0.00126330      -0.00009297
     -0.00029008      -0.00000728
     -0.00069222      -0.00001085
     -0.00386982      -0.00002233
     -0.00011570      -0.00001093
     -0.00025299       0.00002750
     -0.00036447      -0.00000664
     -0.00479160      -0.00014664
     -0.00005964       0.00001397
     -0.00088972       0.00001654
     -0.00051359       0.00002883
     -0.00012861      -0.00001655
     -0.00200896      -0.00009312
     -0.00338481      -0.00011070
     -0.00064623       0.00003126
     -0.00084923      -0.00001701
     -0.00044355       0.00000385
     -0.00068561       0.00002539
     -0.00066730      -0.00001746
     -0.00084719      -0.00003950
     -0.00044838      -0.00001195
     -0.00118120       0.00002376
     -0.00158401      -0.00014134
     -0.00121770       0.00002173
     -0.00675656       0.00010921
     -0.00048953      -0.00004277
     -0.00295245       0.00004389
     -0.00048562      -0.00004996
     -0.00062022      -0.00004153
     -0.00076468      -0.00000528
     -0.00493711      -0.00004035
     -0.00190027       0.00005473
     -0.00014294       0.00003038
     -0.00106450      -0.00002664
     -0.00425616       0.00005060
     -0.00178790      -0.00006811
     -0.00024400      -0.00004091
     -0.00220505      -0.00006961
     -0.00072500      -0.00003500
     -0.00121690      -0.00009361
     -0.00167134       0.00004188
     -0.00303516       0.00011885
     -0.00095014       0.00001941
